Image,Xmin,Ymin,Xmax,Ymax
d7fa920bccde,0.056680,0.111367,0.908164,0.818320
d8000e2b01d2,0.138711,0.248086,0.908164,0.763633
d80038a5529f,0.138711,0.228555,0.873008,0.841758
d80071d2331a,0.107461,0.185586,0.869102,0.814414
d80232daa512,0.111367,0.158242,0.919883,0.767539
d806819a6ec9,0.130898,0.173867,0.876914,0.818320
d808b6bb6ab0,0.025430,0.142617,0.986289,0.912070
d80a4cf5105d,0.111367,0.228555,0.857383,0.744102
d80a6fb4563d,0.146523,0.177773,0.884727,0.775352
d80a72fb76f2,0.123086,0.185586,0.873008,0.833945
d80c8b70f19a,0.099648,0.216836,0.900352,0.826133
d81037722faf,0.166055,0.236367,0.904258,0.755820
d813d7e546eb,0.084023,0.169961,0.935508,0.759727
d817dae98c61,0.130898,0.267617,0.880820,0.767539
d8189d65438c,0.115273,0.283242,0.861289,0.751914
d818d0e5b942,0.084023,0.166055,0.884727,0.748008
d8196a0de81f,0.115273,0.197305,0.900352,0.790977
d819e8250d64,0.123086,0.166055,0.841758,0.810508
d81b0678b8af,0.162148,0.205117,0.830039,0.736289
d81bdb738f8d,0.103555,0.220742,0.892539,0.767539
d81d28d3229c,0.044961,0.150430,0.935508,0.790977
d81e8c374563,0.099648,0.201211,0.861289,0.763633
d81f3f466e86,0.060586,0.162148,0.927695,0.853477
d820c97828a0,0.138711,0.162148,0.861289,0.736289
d82250de281c,0.158242,0.232461,0.865195,0.802695
d82435b49b70,0.154336,0.283242,0.892539,0.880820
d825a3817a30,0.099648,0.197305,0.896445,0.787070
d82611e8a932,0.142617,0.177773,0.837852,0.685508
d827dc2c10e8,0.126992,0.216836,0.869102,0.822227
d8284b68047f,0.158242,0.275430,0.869102,0.763633
d828dc481461,0.033242,0.166055,0.970664,0.853477
d828e441dcc8,0.236367,0.341836,0.708945,0.583945
d82ae157dcf1,0.123086,0.236367,0.908164,0.755820
d82bd0401852,0.091836,0.158242,0.915977,0.763633
d82cec36f803,0.111367,0.177773,0.900352,0.771445
d830e87adfeb,0.150430,0.310586,0.861289,0.912070
d831e067bacd,0.033242,0.080117,0.915977,0.814414
d833e99a792c,0.134805,0.267617,0.876914,0.744102
d8344e73bef3,0.216836,0.248086,0.822227,0.736289
d837ce450150,0.091836,0.201211,0.845664,0.802695
d83c9cbcacf6,0.072305,0.177773,0.947227,0.833945
d83ebd51a446,0.033242,0.169961,0.951133,0.826133
d8443d3d10c8,0.166055,0.283242,0.833945,0.720664
d84534e38478,0.099648,0.224648,0.908164,0.724570
d848cd9eb163,0.107461,0.169961,0.900352,0.810508
d8493572bda0,0.138711,0.244180,0.869102,0.736289
d849ea0f9e17,0.138711,0.248086,0.873008,0.787070
d84a7547f844,0.091836,0.185586,0.896445,0.712852
d84bb2aa88b9,0.107461,0.255898,0.892539,0.775352
d84c1d1aac5e,0.181680,0.189492,0.888633,0.783164
d84cfafe8dea,0.166055,0.232461,0.849570,0.728477
d850271dd827,0.115273,0.154336,0.876914,0.763633
d852b66812e2,0.037148,0.134805,0.923789,0.841758
d853f5fb481c,0.103555,0.095742,0.931602,0.740195
d85438eb5cb5,0.130898,0.189492,0.896445,0.779258
d85449a45fd6,0.068398,0.197305,0.900352,0.767539
d85873512836,0.013711,0.076211,0.974570,0.767539
d85db5c2945f,0.099648,0.275430,0.900352,0.814414
d85ed3387585,0.201211,0.283242,0.841758,0.790977
d85fc2973e0c,0.142617,0.236367,0.884727,0.751914
d860ff823c5f,0.119180,0.236367,0.884727,0.861289
d863432ff6b9,0.130898,0.209023,0.873008,0.740195
d866794010ba,0.138711,0.189492,0.908164,0.767539
d868da844f16,0.048867,0.119180,0.927695,0.794883
d86a13bb8052,0.181680,0.267617,0.779258,0.705039
d870fe9dcd8a,0.173867,0.158242,0.869102,0.724570
d873582ff8ba,0.095742,0.134805,0.927695,0.802695
d879580e48aa,0.099648,0.263711,0.896445,0.826133
d87a6bb3d2b6,0.064492,0.244180,0.884727,0.861289
d87c8bcf8c3d,0.119180,0.185586,0.927695,0.740195
d87cdc7b1ed6,0.126992,0.205117,0.857383,0.759727
d87ec74c2aeb,0.111367,0.169961,0.896445,0.755820
d87fac12a59a,0.115273,0.189492,0.927695,0.689414
d881d4a1b49d,0.056680,0.169961,0.923789,0.775352
d8823a042d9a,0.162148,0.146523,0.853477,0.751914
d884340dc69e,0.103555,0.236367,0.845664,0.767539
d884746dfb2b,0.185586,0.248086,0.876914,0.759727
d8850d39f726,0.130898,0.189492,0.884727,0.822227
d8883c5a7a68,0.091836,0.193398,0.880820,0.830039
d889a567839c,0.134805,0.173867,0.927695,0.783164
d88c45ae8f50,0.146523,0.181680,0.915977,0.787070
d88c775424fb,0.107461,0.197305,0.951133,0.822227
d88df559c757,0.138711,0.240273,0.888633,0.720664
d88e054eefe3,0.044961,0.134805,0.935508,0.802695
d88fd50470fc,0.248086,0.326211,0.794883,0.689414
d89225312c55,0.048867,0.052773,0.915977,0.845664
d89427058cac,0.126992,0.197305,0.880820,0.802695
d8971767acba,0.146523,0.193398,0.833945,0.798789
d8986268a77e,0.099648,0.173867,0.888633,0.779258
d89991c2ecb4,0.091836,0.107461,0.892539,0.849570
d89cb352f31a,0.060586,0.142617,0.896445,0.806602
d89f27f99a4d,0.185586,0.240273,0.857383,0.740195
d8a3f17989b3,0.224648,0.349648,0.845664,0.837852
d8a5da08e13c,0.181680,0.251992,0.841758,0.732383
d8a87d40ef09,0.087930,0.130898,0.884727,0.830039
d8a8940b457c,0.111367,0.240273,0.908164,0.740195
d8b1570acf5b,0.107461,0.220742,0.908164,0.763633
d8b3c3b16db9,0.103555,0.220742,0.833945,0.841758
d8b9360e4487,0.099648,0.236367,0.904258,0.818320
d8bbb69ffa79,0.005898,0.138711,0.912070,0.779258
d8bbe66e016f,0.107461,0.158242,0.904258,0.748008
d8bee5f1ecb6,0.189492,0.267617,0.822227,0.779258
d8bfa7a0c488,0.154336,0.263711,0.837852,0.830039
d8bfc70c0bee,0.138711,0.255898,0.822227,0.763633
d8c11556716a,0.134805,0.322305,0.814414,0.814414
d8c11e089ed1,0.158242,0.216836,0.849570,0.771445
d8c2e3521b07,0.068398,0.123086,0.931602,0.787070
d8c5c1912745,0.111367,0.162148,0.908164,0.853477
d8cdc222525f,0.142617,0.287148,0.876914,0.716758
d8d0b6478af3,0.115273,0.177773,0.841758,0.771445
d8d2917a919c,0.138711,0.209023,0.849570,0.802695
d8d3322f2378,0.095742,0.244180,0.931602,0.849570
d8db549b9c14,0.142617,0.244180,0.857383,0.818320
d8df7fc24eec,0.173867,0.279336,0.830039,0.806602
d8e13319e9b8,0.072305,0.224648,0.919883,0.802695
d8e2d7bc060a,0.130898,0.162148,0.888633,0.794883
d8e48e7d3aa2,0.162148,0.251992,0.830039,0.759727
d8e4fdfe70f6,0.091836,0.201211,0.849570,0.779258
d8e5fde49aaa,0.103555,0.232461,0.935508,0.814414
d8e67c6fcf63,0.064492,0.236367,0.919883,0.806602
d8ec76203f85,0.150430,0.240273,0.837852,0.837852
d8edfcd2ea42,0.142617,0.248086,0.861289,0.818320
d8eebbcd47f8,0.068398,0.197305,0.962852,0.896445
d8f49c1e8015,0.111367,0.154336,0.861289,0.685508
d8f8b7367014,0.072305,0.166055,0.915977,0.783164
d8fb6333ff23,0.041055,0.189492,0.962852,0.892539
d8fd8d6cf525,0.154336,0.236367,0.830039,0.767539
d8fe0b48b256,0.056680,0.138711,0.939414,0.779258
d9004ff321d1,0.197305,0.251992,0.806602,0.751914
d90080e79937,0.162148,0.353555,0.876914,0.915977
d90109b6247c,0.142617,0.220742,0.876914,0.884727
d90228321e35,0.068398,0.181680,0.935508,0.794883
d903c88d4a1d,0.107461,0.209023,0.915977,0.771445
d904b68a4d71,0.064492,0.173867,0.919883,0.814414
d9065c90f629,0.080117,0.162148,0.912070,0.783164
d908a2873e21,0.146523,0.209023,0.841758,0.783164
d90cdb3a4420,0.099648,0.169961,0.884727,0.806602
d9109d22bb00,0.154336,0.177773,0.876914,0.837852
d913db928077,0.080117,0.173867,0.892539,0.833945
d9140496cfdb,0.146523,0.197305,0.849570,0.751914
d914e5923d09,0.119180,0.166055,0.908164,0.837852
d91596bb8ad1,0.095742,0.228555,0.884727,0.697227
d9171b3a9d45,0.201211,0.271523,0.818320,0.732383
d91797c988b4,0.068398,0.134805,0.927695,0.790977
d9189ad85dc6,0.123086,0.255898,0.908164,0.818320
d918c28e3a87,0.115273,0.189492,0.884727,0.767539
d918ea8606cc,0.189492,0.310586,0.775352,0.841758
d9190e79dd00,0.169961,0.185586,0.861289,0.790977
d919bc5b30fa,0.126992,0.173867,0.884727,0.794883
d919bcd1ddce,0.142617,0.255898,0.853477,0.845664
d91d3b515b5c,0.173867,0.318398,0.802695,0.736289
d91ed9b2d084,0.185586,0.224648,0.880820,0.755820
d92105a3023f,0.130898,0.271523,0.888633,0.775352
d92137a74e6d,0.205117,0.283242,0.826133,0.693320
d925b1d058e8,0.134805,0.236367,0.841758,0.708945
d925fbdf2517,0.162148,0.212930,0.837852,0.732383
d92a31515789,0.126992,0.212930,0.892539,0.779258
d92b6051a888,0.123086,0.169961,0.876914,0.763633
d92f7c61c3b8,0.158242,0.209023,0.861289,0.755820
d93273f44d99,0.107461,0.154336,0.892539,0.755820
d936d31de644,0.052773,0.236367,0.962852,0.861289
d936e3ea8f6f,0.126992,0.209023,0.915977,0.876914
d937bc5338c6,0.076211,0.142617,0.955039,0.779258
d9398dac66e0,0.185586,0.244180,0.779258,0.681602
d939cdf9a71b,0.111367,0.201211,0.896445,0.779258
d93c2dce2b73,0.103555,0.228555,0.904258,0.779258
d93da29e41b1,0.076211,0.193398,0.896445,0.908164
d9412fe30471,0.103555,0.193398,0.861289,0.767539
d94370cc080a,0.115273,0.173867,0.884727,0.806602
d94a9d8bc42b,0.029336,0.142617,0.970664,0.818320
d94bf3344392,0.123086,0.306680,0.869102,0.853477
d94d280828b3,0.138711,0.302773,0.853477,0.775352
d94d9ed9a755,0.123086,0.197305,0.896445,0.794883
d9518c304a5b,0.103555,0.318398,0.908164,0.783164
d953c97e971d,0.123086,0.302773,0.915977,0.861289
d958f5a6ca61,0.107461,0.322305,0.908164,0.912070
d962e6ce490e,0.080117,0.150430,0.919883,0.748008
d964c1e95646,0.099648,0.130898,0.892539,0.751914
d96513aba944,0.060586,0.123086,0.939414,0.888633
d965d721805e,0.115273,0.216836,0.853477,0.861289
d966db27abdf,0.115273,0.216836,0.915977,0.728477
d967c0486928,0.111367,0.181680,0.880820,0.736289
d969a382b009,0.111367,0.267617,0.919883,0.751914
d969f8b36f40,0.142617,0.251992,0.853477,0.771445
d96ae2a1f5b1,0.158242,0.166055,0.939414,0.673789
d96f783e7142,0.037148,0.142617,0.982383,0.802695
d97052b6a72b,0.056680,0.181680,0.919883,0.830039
d970be555cbf,0.076211,0.134805,0.912070,0.861289
d9719b33d09c,0.146523,0.244180,0.857383,0.767539
d9746d41e2e0,0.111367,0.216836,0.908164,0.697227
d975799a96e0,0.107461,0.193398,0.873008,0.779258
d976d8b5a6f5,0.087930,0.251992,0.880820,0.837852
d978bc6b83af,0.076211,0.240273,0.939414,0.896445
d97b614db559,0.025430,0.166055,0.900352,0.779258
d97ed91da232,0.072305,0.087930,0.927695,0.810508
d9800a9e43ae,0.084023,0.107461,0.931602,0.775352
d9801ab7f9cf,0.087930,0.169961,0.931602,0.767539
d98161eaabbc,0.087930,0.166055,0.904258,0.794883
d9821ce4620d,0.084023,0.146523,0.912070,0.833945
d982a0f674b9,0.080117,0.123086,0.947227,0.814414
d982fe46083c,0.111367,0.291055,0.912070,0.787070
d9841c26bcd3,0.041055,0.240273,0.927695,0.919883
d985134673c8,0.091836,0.162148,0.931602,0.771445
d9868816f3e7,0.076211,0.158242,0.931602,0.744102
d98841f5cbd6,0.166055,0.197305,0.845664,0.732383
d989c5ab6e3b,0.146523,0.267617,0.837852,0.802695
d98d7c9af851,0.017617,0.130898,0.962852,0.755820
d98f514e88f3,0.142617,0.177773,0.876914,0.751914
d9945b4c666f,0.064492,0.251992,0.927695,0.790977
d994a4ec1796,0.095742,0.244180,0.931602,0.873008
d99522efc81a,0.076211,0.185586,0.915977,0.767539
d9983aaeb2a4,0.072305,0.119180,0.931602,0.787070
d99c9cd856f8,0.095742,0.123086,0.943320,0.759727
d9a16684512e,0.244180,0.341836,0.783164,0.720664
d9a2032e4e82,0.064492,0.173867,0.943320,0.818320
d9a2db46cd11,0.099648,0.162148,0.935508,0.716758
d9a35cab1358,0.091836,0.185586,0.923789,0.810508
d9a4eef6cb07,0.142617,0.267617,0.837852,0.708945
d9a7506a9f19,0.123086,0.255898,0.912070,0.751914
d9a7a29fc0e6,0.154336,0.236367,0.865195,0.806602
d9a83718037d,0.080117,0.154336,0.873008,0.865195
d9aaf062cd7a,0.138711,0.291055,0.873008,0.790977
d9abe88fe819,0.123086,0.205117,0.845664,0.861289
d9ae232c6b89,0.189492,0.216836,0.892539,0.884727
d9ae525c05a9,0.158242,0.244180,0.837852,0.908164
d9ae540a17f2,0.130898,0.158242,0.896445,0.810508
d9b31ed31c00,0.025430,0.142617,0.951133,0.759727
d9b61acf9fea,0.119180,0.279336,0.904258,0.810508
d9b69169266b,0.150430,0.248086,0.892539,0.755820
d9b7abf81ac2,0.084023,0.345742,0.900352,0.896445
d9b7c6708a40,0.072305,0.236367,0.939414,0.830039
d9b963a4d666,0.115273,0.244180,0.884727,0.771445
d9b9eca2e5ce,0.111367,0.205117,0.915977,0.822227
d9bb1f8fec74,0.142617,0.201211,0.845664,0.790977
d9bc5f24f4e5,0.064492,0.166055,0.912070,0.794883
d9bdc93f9bbe,0.123086,0.181680,0.865195,0.751914
d9c3cbcbebd1,0.130898,0.291055,0.888633,0.763633
d9c43dddbf74,0.236367,0.271523,0.798789,0.689414
d9c8dd2d2dc4,0.146523,0.201211,0.869102,0.767539
d9c9025ada49,0.080117,0.197305,0.884727,0.767539
d9d1892196d6,0.130898,0.279336,0.908164,0.798789
d9d6bbc27700,0.107461,0.185586,0.873008,0.775352
d9d72b2fa430,0.126992,0.220742,0.900352,0.759727
d9dc0f03e920,0.033242,0.087930,0.974570,0.833945
d9dc47a5183e,0.154336,0.189492,0.849570,0.822227
d9dd0c71ab59,0.134805,0.361367,0.861289,0.837852
d9e12ae52ecc,0.080117,0.197305,0.896445,0.755820
d9e2e8b14c0e,0.138711,0.251992,0.888633,0.751914
d9e342c29628,0.111367,0.216836,0.873008,0.802695
d9e40de490ea,0.138711,0.248086,0.873008,0.763633
d9e518f3efb0,0.052773,0.158242,0.912070,0.841758
d9e5386c2b39,0.166055,0.259805,0.845664,0.705039
d9efbd1297ef,0.126992,0.181680,0.896445,0.830039
d9f25a993cfd,0.103555,0.146523,0.892539,0.849570
d9f2717ca057,0.138711,0.134805,0.904258,0.685508
d9f3391b9a84,0.173867,0.267617,0.830039,0.673789
d9f6e422bcbb,0.103555,0.119180,0.943320,0.767539
d9fb743f79af,0.107461,0.232461,0.912070,0.814414
da00f953e141,0.111367,0.255898,0.935508,0.822227
da09c083c053,0.158242,0.169961,0.927695,0.810508
da09fc20fe7f,0.037148,0.150430,0.978477,0.826133
da0b4910df22,0.291055,0.404336,0.669883,0.646445
da11e1e760bd,0.146523,0.248086,0.833945,0.775352
da12a43d2943,0.080117,0.216836,0.830039,0.849570
da15093c9d7f,0.138711,0.111367,0.915977,0.798789
da17b6d19025,0.103555,0.248086,0.908164,0.798789
da18890b799e,0.134805,0.271523,0.900352,0.826133
da18b998d5a7,0.091836,0.209023,0.908164,0.849570
da1e5ec29caf,0.197305,0.146523,0.884727,0.794883
da20b074499e,0.072305,0.150430,0.935508,0.837852
da248a67abb7,0.126992,0.263711,0.876914,0.794883
da2498591e78,0.111367,0.228555,0.892539,0.833945
da27556c85d2,0.181680,0.271523,0.833945,0.720664
da2818d6f499,0.068398,0.142617,0.888633,0.794883
da286ba9635f,0.099648,0.169961,0.849570,0.798789
da2bbf67b5b1,0.111367,0.220742,0.888633,0.787070
da2c2356e3d6,0.158242,0.251992,0.880820,0.923789
da31a6b1cf51,0.099648,0.173867,0.880820,0.716758
da331f1bb469,0.091836,0.150430,0.908164,0.787070
da3402d7ce37,0.146523,0.150430,0.876914,0.806602
da3660d3bdf0,0.119180,0.248086,0.908164,0.787070
da3726147117,0.107461,0.205117,0.876914,0.790977
da391127f74e,0.134805,0.248086,0.873008,0.767539
da3d1a5e8809,0.142617,0.177773,0.884727,0.759727
da420e6d1a02,0.087930,0.193398,0.915977,0.806602
da42aac2ce34,0.126992,0.177773,0.841758,0.787070
da4396c087ff,0.091836,0.111367,0.857383,0.732383
da465d86de8c,0.064492,0.232461,0.915977,0.748008
da47225bc3bb,0.076211,0.158242,0.900352,0.771445
da479d633a38,0.099648,0.177773,0.896445,0.783164
da48960b2363,0.185586,0.267617,0.915977,0.767539
da48c118fb75,0.158242,0.189492,0.841758,0.763633
da4f5f120a9e,0.142617,0.197305,0.955039,0.775352
da530c8624b4,0.044961,0.107461,0.912070,0.818320
da554ced73ef,0.119180,0.216836,0.873008,0.751914
da569247c438,0.103555,0.123086,0.876914,0.806602
da569d676855,0.130898,0.185586,0.876914,0.716758
da591b1bcf47,0.087930,0.232461,0.904258,0.763633
da5d532f767b,0.103555,0.240273,0.904258,0.751914
da611a45723a,0.068398,0.130898,0.931602,0.744102
da636de2468b,0.080117,0.216836,0.884727,0.748008
da642dcd9ec7,0.080117,0.271523,0.923789,0.751914
da64b39b77a6,0.130898,0.084023,0.884727,0.638633
da6579322e61,0.146523,0.326211,0.857383,0.802695
da6749aaf267,0.138711,0.209023,0.915977,0.705039
da6889fdb109,0.130898,0.173867,0.857383,0.818320
da692b59fe25,0.166055,0.205117,0.814414,0.806602
da6fe3b1873e,0.177773,0.271523,0.845664,0.771445
da704342e87e,0.029336,0.013711,0.943320,0.787070
da7093edbf1e,0.212930,0.236367,0.857383,0.732383
da729648923c,0.091836,0.220742,0.927695,0.787070
da72c56e0c46,0.080117,0.185586,0.943320,0.790977
da7344a89c1d,0.107461,0.134805,0.888633,0.806602
da748c7d1d96,0.126992,0.205117,0.873008,0.814414
da75447947cb,0.099648,0.150430,0.943320,0.837852
da75ab11f221,0.123086,0.181680,0.896445,0.783164
da76301ab9a2,0.169961,0.146523,0.841758,0.826133
da77b2e972bc,0.087930,0.216836,0.892539,0.771445
da7a4e9043a6,0.084023,0.150430,0.943320,0.775352
da7aa7d40079,0.134805,0.220742,0.888633,0.790977
da7af2381681,0.123086,0.177773,0.900352,0.748008
da80be974599,0.138711,0.209023,0.861289,0.755820
da80fa4eba21,0.084023,0.146523,0.892539,0.783164
da8162ae1f9f,0.044961,0.166055,0.970664,0.798789
da83d3d1e53f,0.044961,0.166055,0.951133,0.826133
da84db0f3ecf,0.146523,0.201211,0.861289,0.728477
da8668cb744b,0.146523,0.193398,0.869102,0.787070
da86dfd19cd6,0.126992,0.134805,0.837852,0.830039
da871e97d0d8,0.162148,0.267617,0.849570,0.771445
da8829608dc6,0.123086,0.209023,0.869102,0.783164
da8905bfa20f,0.201211,0.146523,0.880820,0.771445
da8a0099bd81,0.142617,0.177773,0.845664,0.794883
da8bb152a9bf,0.099648,0.244180,0.884727,0.876914
da8c9050073a,0.095742,0.255898,0.880820,0.826133
da8e60e3486f,0.158242,0.189492,0.865195,0.810508
da8e85978d37,0.169961,0.185586,0.833945,0.841758
da8f69b7b5c9,0.130898,0.240273,0.888633,0.802695
da90197e9f7f,0.123086,0.169961,0.849570,0.787070
da95c272101c,0.115273,0.302773,0.833945,0.798789
da9efc02ff16,0.205117,0.154336,0.826133,0.716758
da9f77b27ed5,0.119180,0.248086,0.853477,0.818320
da9fcd2b965f,0.044961,0.201211,0.908164,0.775352
daa819d6e291,0.142617,0.185586,0.861289,0.802695
daa9f807e09b,0.099648,0.209023,0.919883,0.849570
daac4fc25841,0.111367,0.209023,0.837852,0.814414
daacdfed5ff6,0.076211,0.197305,0.904258,0.783164
dab1545d807d,0.146523,0.283242,0.806602,0.763633
dab1de1b7a31,0.146523,0.197305,0.837852,0.748008
dab3f1184036,0.142617,0.212930,0.857383,0.736289
dab509864f73,0.103555,0.154336,0.912070,0.794883
dab59d01404e,0.056680,0.134805,0.970664,0.876914
dab6031a79fb,0.103555,0.228555,0.884727,0.779258
dabcc0098138,0.107461,0.224648,0.869102,0.759727
dabd1fee4842,0.041055,0.123086,0.982383,0.771445
dabddf10c622,0.130898,0.197305,0.908164,0.775352
dabe21d7c2b3,0.099648,0.162148,0.908164,0.724570
dabffdd70874,0.181680,0.294961,0.806602,0.744102
dac1dd60fded,0.166055,0.334023,0.865195,0.818320
dac4fa7c2aad,0.158242,0.271523,0.876914,0.751914
dac63c876b67,0.111367,0.173867,0.904258,0.759727
dac6ded3471f,0.064492,0.072305,0.884727,0.724570
dac8995706f7,0.146523,0.220742,0.876914,0.736289
dac98cc110e6,0.060586,0.099648,0.947227,0.751914
dacbcbe761fe,0.095742,0.193398,0.947227,0.790977
dacc5eb2bc6f,0.134805,0.263711,0.857383,0.728477
dace24e17617,0.158242,0.267617,0.837852,0.826133
dad1f9c8ea55,0.138711,0.173867,0.884727,0.857383
dad2b61f462b,0.099648,0.169961,0.923789,0.849570
dad35dc2cef7,0.126992,0.220742,0.900352,0.783164
dad60ed1ed8a,0.103555,0.287148,0.923789,0.767539
dad9938ce611,0.095742,0.181680,0.900352,0.798789
dadddcf72cf9,0.138711,0.193398,0.896445,0.892539
dae05cb8110c,0.126992,0.201211,0.904258,0.822227
dae493ccbd81,0.162148,0.197305,0.853477,0.810508
dae98aebc737,0.099648,0.240273,0.915977,0.794883
daea71248245,0.080117,0.193398,0.904258,0.763633
daec2ec27d9c,0.134805,0.294961,0.888633,0.927695
daec8172e763,0.064492,0.267617,0.951133,0.787070
daec882c1685,0.119180,0.255898,0.888633,0.728477
daee68a86af9,0.255898,0.396523,0.830039,0.755820
daf0270c878c,0.103555,0.205117,0.888633,0.763633
daf5570f3ab0,0.048867,0.111367,0.919883,0.798789
daf606604038,0.123086,0.189492,0.923789,0.830039
daf652ba986b,0.095742,0.169961,0.896445,0.806602
daf6d155ceed,0.099648,0.189492,0.927695,0.779258
daf805f99e3c,0.037148,0.103555,0.943320,0.826133
dafd4642c619,0.166055,0.314492,0.869102,0.787070
dafed57df940,0.154336,0.150430,0.861289,0.826133
db000a75327b,0.103555,0.134805,0.912070,0.751914
db012df6e81c,0.154336,0.216836,0.861289,0.708945
db01bb3994a5,0.041055,0.103555,0.912070,0.790977
db029194fb92,0.037148,0.134805,0.994102,0.841758
db034789db59,0.103555,0.209023,0.908164,0.755820
db0395431a45,0.150430,0.205117,0.873008,0.810508
db0400d79806,0.134805,0.263711,0.861289,0.794883
db0448a2708f,0.056680,0.185586,0.927695,0.826133
db06831f51d6,0.033242,0.185586,0.939414,0.861289
db06ba7a5453,0.111367,0.248086,0.900352,0.826133
db0a940434a6,0.119180,0.142617,0.888633,0.783164
db0b45fdbea2,0.138711,0.166055,0.865195,0.790977
db0e45e2b5b8,0.150430,0.279336,0.857383,0.853477
db1023a03703,0.087930,0.318398,0.915977,0.908164
db15314d4347,0.130898,0.279336,0.876914,0.794883
db1572736b6e,0.111367,0.181680,0.876914,0.751914
db16011b8173,0.134805,0.259805,0.884727,0.755820
db167fa20b76,0.126992,0.232461,0.876914,0.857383
db1740584b21,0.080117,0.158242,0.880820,0.748008
db17b4b990bb,0.154336,0.224648,0.826133,0.728477
db1a1c668246,0.095742,0.177773,0.935508,0.775352
db1c0acc43e7,0.056680,0.146523,0.931602,0.790977
db1cb51738a2,0.087930,0.154336,0.935508,0.833945
db1d8929289b,0.095742,0.228555,0.880820,0.810508
db1f280afc4b,0.115273,0.201211,0.919883,0.802695
db1fec62ddc3,0.123086,0.115273,0.845664,0.833945
db2100109b26,0.134805,0.197305,0.896445,0.833945
db247513ac44,0.107461,0.177773,0.880820,0.822227
db26667865e9,0.126992,0.169961,0.900352,0.861289
db2b38f35cb2,0.212930,0.220742,0.830039,0.697227
db2b4129fd16,0.060586,0.072305,0.939414,0.740195
db2ea65913fb,0.119180,0.177773,0.919883,0.751914
db2f7bdfae3a,0.091836,0.119180,0.962852,0.779258
db30d4092f43,0.119180,0.197305,0.873008,0.748008
db33c8e9c524,0.126992,0.271523,0.904258,0.790977
db35be8a0fa5,0.123086,0.228555,0.865195,0.767539
db361fd16dbf,0.115273,0.291055,0.884727,0.779258
db36640ca1e9,0.209023,0.267617,0.837852,0.712852
db3697c8033c,0.087930,0.216836,0.962852,0.779258
db3cad3e0485,0.166055,0.205117,0.841758,0.798789
db3fe491b6de,0.103555,0.193398,0.970664,0.759727
db4373b2940f,0.130898,0.209023,0.888633,0.810508
db473dacbcad,0.158242,0.177773,0.841758,0.736289
db4794c979e5,0.169961,0.302773,0.853477,0.748008
db4819ff599b,0.142617,0.173867,0.861289,0.763633
db4bf4201e98,0.084023,0.169961,0.915977,0.818320
db4dcf123717,0.119180,0.248086,0.900352,0.744102
db4e73609b10,0.150430,0.275430,0.892539,0.732383
db555fb1fd91,0.084023,0.228555,0.962852,0.783164
db56c730eed2,0.091836,0.166055,0.951133,0.802695
db5874f8e4cc,0.126992,0.298867,0.900352,0.810508
db59b405b7ab,0.115273,0.169961,0.833945,0.818320
db5a88a487ba,0.119180,0.267617,0.923789,0.865195
db5bbe5f2557,0.150430,0.291055,0.912070,0.775352
db62254f6fce,0.209023,0.251992,0.810508,0.712852
db671c7dfe57,0.041055,0.166055,0.931602,0.787070
db6e438da0da,0.060586,0.197305,0.935508,0.845664
db731490b43f,0.205117,0.181680,0.810508,0.728477
db7bdab7db5a,0.072305,0.173867,0.943320,0.869102
db7f83cdbdb3,0.111367,0.232461,0.869102,0.779258
db80e37e1b99,0.177773,0.271523,0.841758,0.669883
db82229ec68b,0.123086,0.173867,0.892539,0.826133
db8eebf4f41a,0.134805,0.209023,0.861289,0.740195
db8f7a3450b9,0.103555,0.236367,0.892539,0.732383
db90d9b1cd60,0.103555,0.084023,0.908164,0.814414
db918d09b5d4,0.119180,0.228555,0.904258,0.783164
db927b98b5bc,0.084023,0.189492,0.892539,0.814414
db93a00d5048,0.095742,0.146523,0.931602,0.826133
db96a0490ac2,0.087930,0.236367,0.923789,0.751914
db983971019e,0.107461,0.220742,0.849570,0.837852
db9ba76d943b,0.158242,0.150430,0.853477,0.732383
db9c8f44581f,0.060586,0.142617,0.978477,0.806602
db9c959da408,0.130898,0.232461,0.857383,0.775352
db9d01894c2d,0.162148,0.291055,0.861289,0.876914
dba0586c2bf2,0.115273,0.197305,0.939414,0.814414
dba1e54405c9,0.107461,0.263711,0.873008,0.790977
dba260791de8,0.209023,0.205117,0.833945,0.755820
dba846de2a66,0.087930,0.224648,0.900352,0.919883
dba934cc2df6,0.138711,0.197305,0.861289,0.748008
dbaffb31f7b6,0.142617,0.119180,0.869102,0.755820
dbb45d14f727,0.150430,0.244180,0.861289,0.767539
dbb631bf35c1,0.138711,0.197305,0.912070,0.931602
dbb6421b41f3,0.056680,0.029336,0.955039,0.748008
dbb64a3dd983,0.193398,0.287148,0.853477,0.767539
dbb8311f2a5b,0.111367,0.091836,0.849570,0.720664
dbb8552644ee,0.130898,0.154336,0.845664,0.806602
dbb9ebe9f968,0.130898,0.251992,0.841758,0.826133
dbbbc59d5035,0.072305,0.084023,0.912070,0.794883
dbc631933c3a,0.345742,0.396523,0.662070,0.564414
dbc807429bbf,0.087930,0.134805,0.943320,0.806602
dbcb3257b1d3,0.181680,0.240273,0.818320,0.728477
dbce547c952a,0.169961,0.263711,0.849570,0.763633
dbcf47410b4d,0.087930,0.232461,0.915977,0.736289
dbd1fd59d6f5,0.158242,0.255898,0.837852,0.720664
